chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,target
0.459016,2939.8928391160443,1982.0199699542754,5353.645833333333,0.023199618,0.312353515625,ok
0.60723287,1928.6781948677428,1885.357425822339,4026.1824324324325,0.022861522,0.15266047297297297,ok
0.48447138,1514.0363617258438,1577.1104871941607,2710.556402439024,0.010202038,0.12584556021341464,ok
0.46025473,1427.4740199410194,1510.935352122645,2868.1640625,0.0052727335,0.11029052734375,ok
0.39550513,2134.893361325786,1582.2722252604676,3614.1741071428573,0.09670413,0.19469517299107142,ok
0.50003165,1628.7133800993442,1644.004156557433,3337.5264830508477,0.0033382257,0.13008143538135594,ok
0.49633515,1759.7498681765098,1790.987955479218,3707.664695945946,0.025899142,0.13759633657094594,ok
0.3677635,1852.3496574646551,1663.4760628464933,3235.690789473684,0.070050575,0.17071854440789475,ok
0.5517042,1492.2824370524384,1581.9147491503993,2764.6594101123596,0.005640433,0.11592016327247191,ok
0.45246187,1788.38571933575,1768.5264120957436,3644.7873975409834,0.023846788,0.1368988537397541,ok
0.47167662,1617.2216425571894,1584.1833136161936,2853.811553030303,0.03204948,0.14649177320075757,ok
0.45544475,1300.2696590323815,1479.835789402427,2603.350903614458,0.041248705,0.08968491152108433,ok
0.42929476,1702.4884782674274,1666.2687341907426,3389.255798969072,0.0033844016,0.15313406088917525,ok
0.43668848,1561.4601274746117,1480.2233633756837,2894.311797752809,0.07540057,0.11983464273174158,ok
0.49981734,1508.527029173225,1866.0953051290262,3510.9375,0.031233756,0.07917317708333334,ok
0.53321284,1759.3907783230645,1788.0228177328777,3502.0893895348836,0.0049267863,0.12023641896802326,ok
0.54423237,2586.7140291450887,2383.4935217257826,5885.625,0.0014049462,0.17669921875,ok
0.5030023,1197.8314273661877,1448.3634696595373,2328.125,0.052353483,0.08550449587264151,ok
0.4922481,1607.4332737938826,1659.6971853289642,3150.9284420289855,0.023681382,0.12847458106884058,ok
0.5162399,1281.1287029289294,1471.1494736860452,2418.8368055555557,0.012803313,0.09532335069444445,ok
0.455238,2124.527331143669,1773.883093878714,4039.750393081761,0.015725538,0.18957903400157233,ok
0.5810171,1705.0656088426138,1518.7523550867475,3047.645246478873,0.0019802046,0.15119525748239437,ok
0.52165574,1646.657596991854,1703.5243730810382,3313.179347826087,0.0060640764,0.10933961730072464,ok
0.48105133,1702.3755334793511,1990.4660476127053,3951.66015625,0.005336143,0.08234405517578125,ok
0.65618736,1306.1038664366472,1521.8780214550507,2439.275568181818,0.008512652,0.09083695845170454,ok
0.5011021,1328.0067235289666,1597.1514021865082,2790.1932565789475,0.025807707,0.07733475534539473,ok
0.47524014,2321.2095447300794,2071.610565984662,4818.172089041096,0.012014514,0.18818894477739725,ok
0.59701467,1025.1717629816483,1376.3041997127011,1791.871488764045,0.0064037577,0.07136587078651685,ok
0.48602098,2517.7819378411687,2041.6711728671398,4905.5739182692305,0.0019720853,0.22362342247596154,ok
0.36679086,2160.8056544638475,1791.4375328166234,4495.949074074074,0.12355434,0.1661060474537037,ok
0.62459284,2349.848274143393,2063.7429837981836,4847.0134493670885,0.004412672,0.20546751384493672,ok
0.41250125,1852.0489834979587,1779.63658924721,3533.3199786324785,0.006646867,0.1614708533653846,ok
0.6452618,1012.8471959947076,1364.8804851416828,2004.450158227848,0.032254186,0.062345480617088604,ok
0.49440935,1343.1713433304046,1573.943588598545,2826.519691780822,0.026388293,0.08739565496575342,ok
0.4442049,1715.5486772228053,1647.9276526446802,3189.3382352941176,0.03025454,0.15423224954044118,ok
0.42278534,1919.439342640914,1795.4957779546423,3659.4618055555557,0.0700897,0.16817491319444444,ok
0.3603675,1539.1592989106807,1292.4687207571453,2719.579259776536,0.09893563,0.12902354661312848,ok
0.53328437,1727.6865626929462,1799.2889151181541,3592.278079710145,0.019000893,0.10831351902173914,ok
0.36562684,1571.3291916664157,1443.3107250171768,2575.9396853146854,0.089109726,0.13612120301573427,ok
0.55710346,2089.4944072627795,1880.012917152472,4121.316964285715,0.0021239226,0.18523995535714285,ok
0.44135877,1434.1044015209848,1260.0466008126884,2584.874574829932,0.098736756,0.10532259778911565,ok
0.45032752,1562.2027833322172,1592.0798172953844,2745.3741776315787,0.022554167,0.13935932360197367,ok
0.5226582,1663.2352484447908,1716.0742849823741,3424.6720679012346,0.0021885894,0.13274016203703703,ok
0.6081767,2467.391256357141,2422.8133180429204,5629.301264044944,0.0006847474,0.13480402914325842,ok
0.56566644,1122.4636645526512,1512.8551974111533,2529.417438271605,0.01905957,0.053210599922839504,ok
0.44871593,1423.9601483802903,1528.751472569681,2636.1908783783783,0.03570772,0.11191538217905406,ok
0.57862806,2401.1284785868133,2379.7018748118626,5519.53125,0.006143801,0.2432861328125,ok
0.33508605,1644.1520466340212,1501.6764436847282,3044.7122175141244,0.10919627,0.14690093132062146,ok
0.41739178,1669.7218399109381,1683.1475579717505,3102.9829545454545,0.024553103,0.13960404829545456,ok
0.39736918,1510.4786406846138,1428.4409816045454,2615.8640710382515,0.08830857,0.12980810280054644,ok
0.4345147,1440.0340275259666,1446.0277423774685,2572.5740131578946,0.024991538,0.11841462787828948,ok
0.47266865,2220.9001173363636,1925.653543010234,4341.440217391304,0.02071471,0.19529976222826087,ok
0.5287594,1365.6007313914115,1774.9624973821353,3452.120535714286,0.02978082,0.06858258928571428,ok
0.3560527,1168.4812467076488,1347.5187768696019,2263.883659638554,0.15228276,0.07571300828313253,ok
0.55496323,959.6321210415165,1509.2180980806595,2020.625,0.0022957674,0.048600260416666666,ok
0.3437487,2011.5379292521147,1734.0836894273268,3718.838276836158,0.058383122,0.1960407838983051,ok
0.5651362,1773.2821703296604,1736.566997695056,3221.5485074626868,0.007791102,0.12183710354477612,ok
0.42553687,1426.370740156233,1692.3845351195816,3070.3125,0.021358302,0.081787109375,ok
0.3206275,1872.6088117023453,1807.2860262985057,3380.608974358974,0.10836382,0.15974308894230768,ok
0.5081123,1423.2004472972296,1732.3714224184946,3421.5448943661972,0.03700061,0.0760343309859155,ok
0.42489162,1666.060537945696,1844.565548017901,3680.6344696969695,0.0038969277,0.1285733309659091,ok
0.33226794,1626.1740866125815,1478.9680173959666,2891.6440217391305,0.11404769,0.14136538298233695,ok
0.4891898,1550.9121455857821,1726.6730929917255,3069.212147887324,0.028863046,0.1191131161971831,ok
0.48560044,1979.454136079476,1949.1945717014164,4176.106770833333,0.0040108715,0.15110948350694445,ok
